Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,204.63169642857105,208.837879279864,226.08188995981095,214.785216670488,207.626698697154,185.213644367732,172.158729333472,210.81901660809,194.91753601589696,253.54457384138695,281.962315896394,243.862100871438,234.851225584387,258.849923633707,233.492788342393,168.740161245116,360.853233420262,189.163403240235,161.806329240292,170.105949443073,174.69459374012,165.121266161391,182.270960695131,92.3631556105637,228.392242065387,266.48356181772004,2.86827360523585,7.234613021119701,10.0273283992664,10.6345583536775,4.173243340811427,4.1263870178499795,4.0046900849532445,3.9377190037441996,3.897090339849209,3.9637723640812985,4.022598757989391,4.040096253493937,4.0470734797083185,4.023975495437693,4.0347072133834025,4.11345198824404,4.151414239451959,4.247788939797154,4.321872901294369,4.4180024706714045,4.478684284166338,4.462286553767251,4.433706190738194,4.494702461000506,4.32908319147929,4.31560217266211,4.372246434642102,4.280934962631712,4.195689783110991,4.148873582603998,4.147100388630978,4.154185060038129,4.158612795232478
Africa Eastern and Southern,0.906059556776489,0.922473917257107,0.9308158935098432,0.940569529250861,0.996033446978218,1.04727974272713,1.03390831910365,1.05220405154032,1.07972665245205,1.10463160538549,1.12326124330665,1.21959304813598,1.20926277940778,1.2045225420123702,1.18604520925868,1.18113936724852,1.1902033660535,1.18221774296475,1.16915760255062,1.2169005485883402,1.23591089608268,1.3197637888761298,1.3673965508278605,1.38636690084527,1.43196363666722,1.42314456862381,1.42077689952666,1.39014163585078,1.4072053629449202,1.3571436122601002,1.01750484253188,0.9713237983026222,0.931920141006098,0.9254646317341793,0.91861181412739,0.946474948273096,0.9511323223515842,0.971562627514033,0.969680077831292,0.908374393979044,0.9003991497578829,0.971980786600712,0.9757491349559252,1.00996289646531,1.05718153490629,1.03299842832055,1.02364555057226,1.04596778455517,1.08644884945052,1.02195356572593,1.04887555573041,1.0053381095460998,1.02164632918829,1.03183309057281,1.0411447920002,0.987393167382925,0.971016455310255,0.959978016817397,0.9335412011362272
Afghanistan,0.0460567433447294,0.0535888584276888,0.0737208229490168,0.074160763685137,0.0861736939561028,0.101284932843648,0.107398838704098,0.1234094132886969,0.115142486686176,0.0865098884022908,0.149651313706331,0.165208248913986,0.1299955170040899,0.1353665875434589,0.154503116098014,0.167612302906638,0.153557886047794,0.181522331822523,0.16189421955253,0.167066361644792,0.131783026990604,0.150614587555618,0.163104060867604,0.201224272460123,0.231961079966366,0.293957030722544,0.26777194992884,0.26922950314782,0.246823207558473,0.233882273405403,0.238472916123355,0.20603028073656,0.0987191160179498,0.0859856046188432,0.0761314539561651,0.0690201164374886,0.0625880343135185,0.0568266177530693,0.0531974990082466,0.040652730150598,0.0370549371204185,0.0374878650392429,0.0486708995010525,0.0570080382600792,0.0456996082249427,0.0639269698296666,0.0733929460601948,0.0870831291861248,0.158356377673251,0.211306250868557,0.297065211570221,0.407073503097594,0.335351023308404,0.263715760645502,0.2340369144237579,0.2321756312467489,0.208857195602366,0.20332756862023,0.200151071015376
Africa Western and Central,0.0908795481292723,0.0952828349862659,0.0966123739092298,0.112376069027593,0.133258462059425,0.1848027970952519,0.193675909324779,0.189305086324417,0.143988572127143,0.202128879545921,0.302643479896622,0.3921093910760129,0.45999287014197,0.5385221762338761,0.635965579894977,0.514018317684381,0.5500244107903111,0.516336767184566,0.508535707979551,0.6482731518102729,0.6345407851707571,0.604714169801265,0.599648542820184,0.539567272388253,0.5813731759196011,0.5834954778779411,0.543987567427204,0.474906022874627,0.534961929911926,0.414090443305729,0.440470203040358,0.474867700636726,0.5166769034348879,0.518951548675793,0.492858479750043,0.487494789894087,0.507633495479665,0.488415589155106,0.4616223199859489,0.453548995521965,0.447243620092775,0.4741396848014699,0.474875185600127,0.4745922653759099,0.474318246383295,0.50945830203757,0.4879525095482599,0.475147837749212,0.4750245446930429,0.426769596319387,0.472819124711189,0.497022584362617,0.490866786557112,0.504655298587815,0.5076711206706189,0.480743071312896,0.4729593640183879,0.4764377689563769,0.515544238958445
Angola,0.100835243223663,0.0822041088314802,0.2105329786097849,0.202739052602128,0.213562173986202,0.2058908188147,0.268937203624441,0.17209582227887,0.2897019788554099,0.480199018656621,0.6082241153342071,0.564505062620433,0.7211983104402091,0.7512027719894608,0.7207504766237339,0.6285694435388189,0.451346016212362,0.469216256201706,0.6947309728147679,0.6830591334545861,0.6409663253525529,0.611132856307255,0.519353407935757,0.551348098706374,0.520982747768118,0.4719029615861,0.4516186639762579,0.5440852849597361,0.463508254524667,0.437295194741341,0.5342500264804021,0.5331090519876029,0.5032644640537629,0.527722889498498,0.495417829398983,0.773025566852549,0.792321384997224,0.788753199728986,0.7402536524388659,0.7972586403456609,0.7544763717456949,0.7618428050969469,0.777423085629899,0.993848349116355,1.02835366708572,0.937036691701652,1.0094340395153198,1.1236352782253,1.1559928457501798,1.20590158910291,1.2215147407886202,1.2163169789758,1.2047988832211298,1.26154174238672,1.28536455265954,1.26092098873993,1.2277029417926002,1.03431729977182,0.8873803639083899
Albania,1.25819492789657,1.3741860465116298,1.43995596379167,1.18168114415975,1.11174195966673,1.16609904273455,1.3330554645866202,1.3637463001081598,1.51955127697956,1.5589675720986995,1.75323990542637,1.9894979233065504,2.51591439803203,2.30389741687392,1.8490066907107905,1.91063363704144,2.01358456245734,2.2758763913610496,2.53062504042839,2.8982085175824905,1.93505831031996,2.69302391440235,2.62485678513424,2.6832399189862,2.69429137362284,2.65801538201043,2.66535622064854,2.41406081518223,2.3315985305199702,2.7832430746143904,1.84084061606394,1.25811576501704,0.689859284104687,0.641405614065312,0.667178793940271,0.6117102037026351,0.6218369568751341,0.470097808931287,0.575350084544499,0.9553593083841948,1.026213108529,1.0522280929869,1.22910118288698,1.35214448140818,1.41727335767255,1.35149180454706,1.35336220283257,1.42086728796502,1.41484755272088,1.47565225025013,1.57225093811545,1.7348233079018798,1.57909199452076,1.65452427763954,1.80678854066866,1.75998705871449,1.71412617289866,1.94887203810602,1.93973156347946
Andorra,3.160219627243252,3.292338394233765,3.462050781154692,3.906005678406343,4.007033901482698,4.029131723734991,3.9921623015724204,4.249467713295037,4.363587007899666,5.240497343986515,5.668507803416596,5.724406750124016,5.766052788193895,6.197288169105299,5.794541233750109,5.381758835853596,6.274198030103279,5.612422144670622,5.5195796119363205,5.607483328322012,5.540264052084449,5.027423317998582,4.993903157347521,4.43602439444442,5.1622580196440415,5.452798146945567,4.22319361888499,4.258336503191574,4.398794787703546,4.5218791171006965,7.52183165773831,7.235379239755759,6.96307869977243,6.7241775182864805,6.5415789137788,6.73347948637645,6.991594549663629,7.30744115177711,7.639538509510451,7.92319164802386,7.95228628230616,7.72154906153481,7.56624029237094,7.2424159606449905,7.344262295081969,7.35378022340277,6.790542626088031,6.531046660700031,6.4393036012401605,6.15668770201632,6.1571980012788,5.85088599130725,5.94465405752969,5.94280054475672,5.8071276179415,6.02618183683151,6.08060029756129,6.1041339272958695,5.97340536048203
Arab World,0.609268337623328,0.662617676924086,0.727117017791141,0.8531158594616299,0.972381436239765,1.13867375843458,1.2519973318861,1.31608710719946,1.45773415883778,1.76705098460871,1.7979383382931,1.99732508387387,2.11931279036218,2.4005081356855498,2.2808013052882203,2.19399272329779,2.58149645689523,2.64469155590878,2.75889251606537,2.8608746736912205,3.09180325289139,2.92449808431221,2.71072596974239,2.80602473260084,2.9700008224536605,3.0447869581905898,3.271081780903629,3.18374072484285,3.27790435763756,3.23879567580986,2.87077885764533,2.91291128304714,2.95928570730528,3.08222187913976,3.16669029283675,3.16119136573875,3.19604849359934,3.2132853396152097,3.1631447497616403,3.1312989183179902,3.16330493711316,3.2825094803969903,3.347226797743569,3.3617277707251096,3.47423984595025,3.7042979260436497,3.80164616101133,3.88313987385694,4.0935381954936805,4.19327154821276,4.32200192749412,4.30874050686413,4.512189409484611,4.49519443939826,4.600190659035519,4.617963544634719,4.57030837009204,4.52835061157416,4.438715965413571
United Arab Emirates,0.119036540896155,0.1091358220652569,0.16354181532753,0.175833133541117,0.132815159834551,0.146821927863601,0.160452309365604,5.4000164930964605,6.8071021793889,101.053155295589,65.01750869891521,76.34985205234571,70.865255855551,77.61913462147609,67.0161768889973,56.66747097821429,62.1565369651025,52.7449748214108,53.6379584391584,39.2890608230516,36.19856263860871,33.6102040667444,31.6545145327674,28.7698682167955,35.8546828751826,36.5447841219765,32.6569995837902,31.1002239283847,29.7269259797378,31.5748454518693,30.2991024574541,31.7475230479274,29.0516987742171,28.599235666445,29.7640710310468,30.0774419599362,29.8567890226578,30.4900760324045,29.805766642708303,28.9949963402246,26.9745350051546,29.145656219324497,28.2053795466155,27.891143450673,27.0315641070576,25.3431503532305,22.916237435313395,21.3475907811607,22.0326269069436,19.8525570618923,19.0432793083694,18.5899325991994,19.223116133525,20.0154208978824,19.9518524813163,20.9480922596993,21.307609517171,21.950614332607497,20.7974984025486
Argentina,2.3833427376261898,2.4585509531269,2.53844723609966,2.33068461899148,2.5534415634371497,2.65646645767414,2.80689601610312,2.8710992816465004,2.98177718766029,3.2881609200729702,3.4645268009582995,3.66615896312069,3.65700859913686,3.7541547244774094,3.75336616225436,3.6701508460504297,3.7992619822795497,3.78041563238415,3.79288180377096,4.02980880305759,3.89788777329024,3.60081015539488,3.59179316919348,3.59556379664322,3.5821480153224097,3.3292250959780496,3.39465765033634,3.6858837898205,3.83571555712681,3.64223211441459,3.0608258196354403,3.1838929118841,3.20167542914679,3.26846227107407,3.30817356060368,3.2677572934643,3.59072376689167,3.57064352183687,3.69265825392029,3.679743269694991,3.57762821285442,3.34990858910446,3.1174247964060497,3.3701021737474104,3.6851842085505098,3.76212392773554,3.954453814005421,4.12329277901139,4.19534263823654,3.88906040211758,4.12224508735352,4.29601548562594,4.277881788849,4.3598863443976095,4.216360632301759,4.31443352245988,4.22753944174089,4.0894715157252,3.987234198058899
